,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
123,No,Unknown,1032.49,Unknown,7,4,Medical,124,3,Female,129.06091077207583,3,3,Manufacturing Director,4,Unknown,8339.32,21682.23,1,Unknown,14,3.0,3,Part Time,0,11.0,2,2.0,11,4,10,1992,100071.84,No
124,No,Unknown,1032.49,Unknown,3,4,Medical,125,1,Male,,2,3,Sales Executive,4,Married,8339.32,21682.23,4,No,11,3.0,1,Part Time,1,16.0,2,3.0,13,1,12,1987,100071.84,Yes
125,No,Rarely,1032.49,Unknown,2,2,Unknown,126,2,Male,,2,3,Sales Executive,3,Married,,21682.23,1,Unknown,13,3.0,2,Part Time,2,10.0,2,3.0,10,9,0,1987,100071.84,Yes
126,No,Rarely,1582.77,Unknown,18,5,Unknown,127,1,Female,197.8464183087028,3,4,Manager,2,Single,12783.92,33238.2,3,No,23,4.0,4,Full Time,0,37.0,2,3.0,10,7,7,1968,153407.07,Yes
127,No,Unknown,556.26,Unknown,1,3,Unknown,128,2,Male,,3,2,Sales Executive,3,Unknown,4492.84,11681.39,9,Unknown,11,3.0,3,Part Time,0,15.0,2,3.0,11,6,9,1988,53914.11,Yes
128,No,Rarely,1032.49,Unknown,24,3,Medical,129,4,Male,129.06091077207583,3,3,Manufacturing Director,1,Married,8339.32,21682.23,1,Unknown,21,4.0,4,Part Time,1,10.0,5,2.0,10,5,8,1981,100071.84,No
129,No,Rarely,575.4,Unknown,6,2,Unknown,130,4,Male,71.92559523809524,3,2,Research Scientist,1,Divorced,4647.5,12083.5,3,Yes,12,3.0,2,Full Time,2,18.0,3,3.0,10,6,9,1971,55770.0,Yes
130,No,Unknown,1973.98,Unknown,18,4,Life Sciences,131,4,Male,246.74801587301585,2,5,Research Director,3,Unknown,,41453.67,1,Yes,17,3.0,3,Full Time,1,,5,3.0,31,0,9,1974,191324.62,Yes
131,No,Rarely,277.64,Research & Development,1,5,Unknown,132,2,Male,,3,1,Research Scientist,4,Married,2242.5,5830.5,1,No,12,3.0,4,Part Time,1,,4,2.0,10,8,8,1989,26910.0,Yes
132,Yes,Rarely,290.04,Unknown,1,4,Other,133,4,Male,,3,1,Research Scientist,4,Single,2342.59,6090.75,1,Unknown,13,3.0,3,Part Time,0,10.0,2,2.0,10,7,8,1990,28111.13,No
133,No,Unknown,1032.49,Research & Development,7,3,Medical,134,3,Male,,3,3,Research Director,3,Married,8339.32,21682.23,0,No,11,3.0,4,Unknown,0,,3,4.0,13,3,7,1990,,Yes
134,No,Rarely,1582.77,Unknown,23,4,Unknown,135,4,Female,,3,4,Research Director,4,Unknown,12783.92,33238.2,6,No,18,3.0,3,Full Time,0,33.0,0,3.0,12,3,8,1970,153407.07,Yes
135,No,Rarely,763.8,Unknown,8,2,Other,136,1,Female,,3,3,Laboratory Technician,2,Married,6169.17,16039.83,4,Unknown,11,3.0,3,Part Time,1,29.0,3,2.0,26,1,7,1974,74030.0,No
136,No,Unknown,1032.49,Unknown,21,4,Unknown,137,21,Male,129.06091077207583,3,3,Sales Executive,4,Unknown,,21682.23,6,Unknown,13,3.0,2,Part Time,1,,2,3.0,10,0,8,1988,100071.84,No
137,No,Rarely,910.31,Unknown,17,1,Life Sciences,138,3,Female,113.78869047619048,2,3,Healthcare Representative,3,Married,7352.5,19116.5,0,Unknown,18,3.0,1,Part Time,1,20.0,4,2.0,19,1,9,1985,88230.0,No
138,No,Unknown,1582.77,Sales,3,1,Marketing,139,1,Male,,3,4,Manager,3,Married,12783.92,33238.2,3,No,12,3.0,4,Full Time,1,,3,3.0,12,4,9,1977,153407.07,No
139,No,No,556.26,Unknown,18,4,Unknown,140,1,Male,69.53208262471655,3,2,Manufacturing Director,4,Single,4492.84,11681.39,2,Unknown,20,4.0,1,Part Time,0,18.0,0,3.0,11,0,9,1987,53914.11,No
140,Yes,Frequently,1582.77,Unknown,15,3,Life Sciences,141,15,Male,,3,4,Sales Executive,1,Single,,33238.2,0,Unknown,12,3.0,2,Full Time,0,,2,2.0,21,13,14,1981,153407.07,Yes
141,No,Frequently,556.26,Unknown,1,3,Unknown,142,4,Male,,2,2,Healthcare Representative,1,Single,4492.84,11681.39,0,No,20,4.0,3,Unknown,0,14.0,3,3.0,13,4,9,1989,,Yes
142,No,Rarely,369.26,Research & Development,1,3,Medical,143,4,Male,,3,1,Research Scientist,2,Unknown,2982.5,7754.5,0,Yes,21,4.0,1,Unknown,1,12.0,2,3.0,11,5,7,1993,35790.0,Yes
143,No,Rarely,1834.34,Unknown,3,3,Life Sciences,144,4,Male,,3,4,Research Director,4,Married,14815.83,38521.17,3,No,14,3.0,1,Full Time,0,36.0,2,3.0,10,0,9,1969,177790.0,Yes
144,No,Rarely,556.26,Unknown,24,3,Medical,145,3,Female,,2,2,Healthcare Representative,1,Single,4492.84,11681.39,1,No,19,3.0,2,Part Time,0,10.0,2,3.0,10,1,8,1992,53914.11,No
145,No,Unknown,1879.12,Unknown,5,3,Unknown,146,2,Male,,3,5,Manager,2,Married,15177.5,39461.5,7,No,11,3.0,3,Full Time,1,26.0,5,3.0,22,3,10,1979,182130.0,Yes
146,No,No,1400.8,Unknown,8,1,Unknown,147,4,Male,175.10019841269843,2,4,Healthcare Representative,2,Divorced,,29416.83,1,Yes,15,3.0,4,Full Time,1,,3,3.0,33,15,0,1968,135770.0,No
147,No,Rarely,1979.92,Unknown,4,2,Life Sciences,148,3,Male,247.49007936507937,4,5,Manager,1,Divorced,15991.67,41578.33,1,No,14,3.0,4,Full Time,2,,4,2.0,25,14,13,1979,191900.0,No
148,No,Frequently,556.26,Human Resources,11,3,Life Sciences,149,3,Male,,2,2,Human Resources,2,Unknown,4492.84,11681.39,4,No,11,3.0,4,Unknown,2,14.0,5,4.0,10,1,8,1989,,Yes
149,No,Unknown,1766.66,Unknown,13,4,Unknown,150,3,Female,220.8323412698413,2,4,Manager,2,Divorced,,37099.83,6,Yes,13,3.0,4,Full Time,2,,4,3.0,19,15,2,1984,171230.0,No
150,No,Rarely,1979.61,Unknown,2,2,Medical,151,4,Female,,1,5,Manager,3,Unknown,15989.17,41571.83,4,Unknown,14,3.0,4,Full Time,1,23.0,5,3.0,19,9,11,1968,191870.0,Yes
151,No,Unknown,1582.77,Unknown,5,3,Life Sciences,152,3,Male,197.8464183087028,3,4,Manager,2,Unknown,12783.92,33238.2,1,Unknown,11,3.0,2,Full Time,1,,2,3.0,33,0,10,1972,153407.07,Yes
152,Yes,Unknown,1032.57,Unknown,14,4,Medical,153,14,Female,,2,3,Manufacturing Director,1,Married,8340.0,21684.0,7,Unknown,14,3.0,4,Unknown,0,,0,2.0,10,5,9,1965,,Yes
153,No,Unknown,1032.49,Unknown,4,3,Life Sciences,154,4,Male,129.06091077207583,3,3,Manufacturing Director,4,Single,8339.32,21682.23,1,No,11,3.0,3,Part Time,0,11.0,2,3.0,10,0,8,1975,100071.84,Yes
154,No,Rarely,824.16,Human Resources,17,3,Unknown,155,2,Male,,2,3,Human Resources,1,Single,6656.67,17307.33,1,Unknown,13,3.0,1,Part Time,0,,3,2.0,10,0,9,1994,79880.0,No
155,No,Unknown,556.26,Unknown,3,3,Other,156,4,Male,,1,2,Sales Executive,1,Single,4492.84,11681.39,3,No,18,3.0,4,Part Time,0,15.0,2,3.0,13,3,12,1989,53914.11,Yes
156,No,Frequently,290.04,Unknown,9,2,Unknown,157,1,Female,,3,1,Laboratory Technician,4,Unknown,2342.59,6090.75,1,Unknown,13,3.0,3,Unknown,0,12.0,3,3.0,12,5,8,1981,,Yes
157,No,Rarely,556.26,Unknown,1,2,Life Sciences,158,2,Male,,4,2,Research Scientist,3,Married,4492.84,11681.39,0,No,24,4.0,1,Part Time,1,13.0,2,2.0,12,2,8,1966,53914.11,Yes
158,Yes,Rarely,556.26,Unknown,24,4,Unknown,159,1,Female,,2,2,Sales Executive,2,Single,,11681.39,0,Yes,23,4.0,3,Part Time,0,16.0,2,4.0,15,10,10,1989,53914.11,No
159,No,Frequently,1582.77,Unknown,11,4,Medical,160,2,Female,,3,4,Manager,4,Unknown,12783.92,33238.2,3,No,20,3.0,1,Unknown,1,26.0,2,3.0,14,1,12,1969,,Yes
160,No,Rarely,730.79,Unknown,1,3,Unknown,161,4,Male,91.34821428571428,2,3,Sales Executive,3,Unknown,5902.5,15346.5,1,Unknown,14,3.0,4,Part Time,0,,3,3.0,10,8,6,1989,70830.0,No
161,No,Unknown,487.29,Unknown,3,1,Medical,162,2,Male,,3,1,Laboratory Technician,1,Single,3935.83,10233.17,1,Unknown,18,3.0,4,Unknown,0,,3,3.0,10,1,5,1994,,Yes
162,No,Rarely,351.52,Unknown,28,3,Life Sciences,163,2,Male,,4,2,Laboratory Technician,3,Unknown,2839.17,7381.83,1,Unknown,17,3.0,4,Part Time,2,,3,2.0,10,6,8,1988,34070.0,Yes
163,Yes,Unknown,556.26,Unknown,12,4,Other,164,4,Male,69.53208262471655,3,2,Sales Executive,4,Unknown,4492.84,11681.39,3,Unknown,24,4.0,1,Part Time,0,13.0,2,4.0,11,6,7,1988,53914.11,Yes
164,No,Rarely,302.2,Unknown,19,3,Life Sciences,165,2,Female,37.77480158730159,2,1,Research Scientist,4,Married,2440.83,6346.17,1,No,12,3.0,2,Full Time,0,10.0,3,3.0,10,8,7,1989,29290.0,Yes
165,No,Unknown,556.26,Unknown,2,3,Unknown,166,4,Male,,3,2,Sales Executive,4,Unknown,4492.84,11681.39,1,Yes,17,3.0,1,Part Time,1,10.0,3,3.0,10,8,8,1980,53914.11,No
166,No,No,1582.77,Unknown,2,3,Medical,167,2,Male,197.8464183087028,3,4,Manager,2,Divorced,12783.92,33238.2,4,No,22,4.0,4,Full Time,1,37.0,0,2.0,16,14,14,1965,153407.07,Yes
167,No,Rarely,556.26,Sales,14,4,Unknown,168,14,Female,,2,2,Sales Executive,3,Married,4492.84,11681.39,1,Yes,13,3.0,1,Part Time,1,10.0,4,3.0,10,1,7,1987,53914.11,No
168,No,Rarely,1032.49,Unknown,11,3,Life Sciences,169,1,Male,129.06091077207583,3,3,Healthcare Representative,3,Married,8339.32,21682.23,1,Unknown,17,3.0,2,Part Time,1,10.0,1,3.0,10,0,9,1980,100071.84,Yes
169,No,Unknown,1973.98,Unknown,26,4,Human Resources,170,3,Male,246.74801587301585,4,5,Manager,2,Married,,41453.67,4,Yes,18,3.0,1,Full Time,1,35.0,0,3.0,10,1,4,1968,191324.62,Yes
170,No,Unknown,556.26,Research & Development,23,2,Unknown,171,4,Male,,2,2,Research Scientist,3,Single,,11681.39,1,Unknown,12,3.0,4,Unknown,0,20.0,2,3.0,20,3,7,1981,53914.11,Yes
171,No,Unknown,556.26,Unknown,11,3,Technical Degree,172,4,Female,,3,2,Laboratory Technician,3,Married,4492.84,11681.39,1,Unknown,11,3.0,1,Unknown,1,10.0,2,4.0,10,9,4,1983,,Yes
172,Yes,Unknown,290.04,Research & Development,7,2,Technical Degree,173,4,Male,,3,1,Laboratory Technician,3,Married,,6090.75,8,No,11,3.0,4,Part Time,1,14.0,4,1.0,10,9,8,1967,28111.13,Yes
173,No,Rarely,1241.29,Unknown,33,1,Marketing,174,33,Female,,2,4,Sales Executive,4,Unknown,10025.83,26067.17,0,Unknown,11,3.0,1,Full Time,1,,2,2.0,20,9,6,1984,120310.0,Yes
174,No,Rarely,1591.67,Unknown,2,4,Life Sciences,175,1,Female,198.9593253968254,2,4,Manager,4,Married,12855.83,33425.17,2,No,16,3.0,3,Full Time,0,,3,3.0,25,3,7,1970,154270.0,Yes
175,No,Frequently,1032.49,Unknown,8,3,Unknown,176,4,Male,,3,3,Sales Executive,3,Single,8339.32,21682.23,1,No,15,3.0,4,Unknown,0,9.0,0,3.0,9,1,7,1996,,No
176,No,Frequently,556.26,Unknown,1,2,Unknown,177,3,Female,69.53208262471655,3,2,Laboratory Technician,4,Unknown,4492.84,11681.39,1,Unknown,23,4.0,4,Part Time,0,12.0,2,3.0,12,3,7,1993,53914.11,Yes
177,No,Unknown,1032.49,Unknown,18,5,Life Sciences,178,2,Male,,3,3,Sales Executive,1,Married,8339.32,21682.23,1,Unknown,22,4.0,4,Unknown,1,9.0,3,2.0,9,1,8,1988,,Yes
178,No,Rarely,635.76,Research & Development,1,3,Medical,179,1,Male,,3,2,Manufacturing Director,4,Married,5135.0,13351.0,1,Yes,22,4.0,2,Unknown,1,9.0,3,3.0,9,7,8,1991,61620.0,Yes
179,No,Rarely,528.87,Unknown,1,1,Life Sciences,180,4,Male,,2,2,Laboratory Technician,4,Married,4271.67,11106.33,1,Unknown,12,3.0,3,Part Time,2,,1,3.0,10,3,0,1993,51260.0,No
180,Yes,Unknown,992.44,Sales,9,2,Medical,181,3,Male,124.0545634920635,2,3,Sales Executive,4,Unknown,8015.83,20841.17,1,No,16,3.0,4,Part Time,0,9.0,3,3.0,9,4,7,1977,96190.0,No
181,No,Rarely,556.26,Unknown,4,2,Unknown,182,3,Female,,2,2,Sales Executive,2,Unknown,4492.84,11681.39,1,Yes,12,3.0,2,Part Time,3,11.0,4,2.0,11,2,7,1993,53914.11,No
182,No,Unknown,516.9,Unknown,6,4,Unknown,183,2,Male,,3,2,Sales Executive,3,Single,4175.0,10855.0,1,No,16,3.0,1,Unknown,0,12.0,0,3.0,11,5,7,1991,,Yes
183,No,Rarely,1032.49,Unknown,37,5,Marketing,184,3,Male,,3,3,Sales Executive,2,Married,8339.32,21682.23,1,Unknown,13,3.0,1,Part Time,2,,3,3.0,10,0,6,1988,100071.84,No
184,No,Unknown,1032.49,Unknown,8,3,Marketing,185,2,Female,,3,3,Sales Executive,4,Single,8339.32,21682.23,1,Unknown,14,3.0,4,Part Time,0,9.0,2,3.0,9,3,7,1991,100071.84,Yes
185,No,Rarely,290.04,Research & Development,34,3,Life Sciences,186,1,Male,,3,1,Research Scientist,3,Divorced,,6090.75,4,No,12,3.0,1,Part Time,1,,2,3.0,9,1,8,1982,28111.13,Yes
186,No,Rarely,1963.72,Unknown,4,1,Medical,187,4,Female,,3,5,Manager,3,Unknown,15860.83,41238.17,1,No,14,3.0,2,Full Time,1,21.0,2,3.0,20,9,9,1983,190330.0,No
187,No,Unknown,1582.77,Unknown,2,2,Unknown,188,1,Male,,2,4,Manager,4,Married,12783.92,33238.2,9,No,23,4.0,4,Unknown,1,22.0,1,3.0,20,11,8,1978,,Yes
188,Yes,Rarely,1073.02,Unknown,4,4,Unknown,189,4,Male,,1,3,Sales Executive,4,Married,8666.67,22533.33,1,No,11,3.0,3,Full Time,0,14.0,2,2.0,14,9,8,1991,104000.0,No
189,No,No,1032.49,Research & Development,1,1,Life Sciences,190,3,Male,129.06091077207583,2,3,Manufacturing Director,3,Unknown,8339.32,21682.23,1,No,22,4.0,3,Part Time,0,,2,3.0,11,5,8,1993,100071.84,Yes
190,No,Unknown,1032.49,Unknown,11,3,Unknown,191,2,Male,,3,3,Research Director,4,Unknown,,21682.23,1,Unknown,14,3.0,3,Part Time,3,,1,3.0,10,0,7,1986,100071.84,Yes
191,No,Unknown,288.17,Unknown,4,4,Unknown,192,1,Male,,3,1,Sales Representative,4,Divorced,2327.5,6051.5,4,No,17,3.0,3,Unknown,1,13.0,2,3.0,9,5,8,1986,,No
192,No,Unknown,556.26,Unknown,24,2,Technical Degree,193,1,Male,,3,2,Research Scientist,4,Unknown,4492.84,11681.39,1,No,17,3.0,1,Unknown,2,,3,3.0,9,4,7,1983,,No
193,No,No,585.41,Unknown,24,4,Unknown,194,2,Female,,3,2,Laboratory Technician,2,Married,4728.33,12293.67,7,Unknown,15,3.0,3,Full Time,1,11.0,3,3.0,9,0,8,1987,56740.0,Yes
194,No,Rarely,556.26,Unknown,7,3,Life Sciences,195,4,Male,,2,2,Sales Executive,3,Married,4492.84,11681.39,1,Unknown,14,3.0,3,Part Time,1,13.0,3,2.0,13,4,8,1991,53914.11,Yes
195,No,Unknown,1032.49,Unknown,25,2,Life Sciences,196,1,Female,,2,3,Research Director,2,Unknown,,21682.23,3,Unknown,17,3.0,3,Part Time,1,,2,3.0,10,0,1,1985,100071.84,Yes
196,No,Rarely,556.26,Unknown,28,2,Unknown,197,4,Female,,3,2,Research Scientist,4,Married,4492.84,11681.39,1,No,13,3.0,4,Part Time,2,11.0,2,3.0,10,1,9,1993,53914.11,Yes
197,No,Unknown,1980.64,Unknown,1,1,Unknown,198,2,Male,247.5803571428572,3,5,Manager,3,Unknown,,41593.5,1,Unknown,14,3.0,3,Full Time,1,21.0,3,3.0,21,1,6,1984,191970.0,Yes
198,No,Unknown,1973.98,Unknown,7,3,Life Sciences,199,1,Female,,3,5,Manager,1,Unknown,15943.72,41453.67,5,No,11,3.0,4,Full Time,0,33.0,5,1.0,29,11,10,1963,191324.62,Yes
199,No,Unknown,867.9,Unknown,22,4,Other,200,3,Female,108.48809523809524,3,3,Sales Executive,1,Unknown,7010.0,18226.0,0,Unknown,11,3.0,3,Part Time,0,10.0,3,3.0,9,7,8,1993,84120.0,Yes
200,No,Rarely,1032.49,Research & Development,9,1,Unknown,201,3,Male,,3,3,Manufacturing Director,2,Divorced,8339.32,21682.23,1,No,25,4.0,4,Part Time,1,,6,4.0,13,0,8,1992,100071.84,Yes
201,Yes,Unknown,345.43,Unknown,3,3,Life Sciences,202,1,Male,43.17857142857143,3,1,Research Scientist,1,Single,2790.0,7254.0,1,Yes,11,3.0,1,Full Time,0,,3,3.0,10,9,7,1990,33480.0,No
202,No,Unknown,290.04,Unknown,28,1,Medical,203,4,Male,,4,1,Laboratory Technician,3,Married,2342.59,6090.75,1,Yes,11,3.0,3,Unknown,3,20.0,3,3.0,20,3,8,1973,,Yes
203,No,Unknown,547.75,Research & Development,24,4,Life Sciences,204,1,Male,68.46924603174602,3,2,Laboratory Technician,4,Unknown,4424.17,11502.83,1,No,15,3.0,4,Part Time,2,10.0,2,3.0,10,4,7,1991,53090.0,Yes
204,No,Unknown,556.26,Unknown,29,3,Unknown,205,2,Male,,3,2,Manufacturing Director,2,Unknown,4492.84,11681.39,1,Unknown,13,3.0,4,Unknown,1,10.0,3,2.0,9,7,8,1981,,Yes
205,Yes,Unknown,789.7,Sales,11,3,Marketing,206,3,Female,,3,3,Sales Executive,4,Married,6378.33,16583.67,1,No,18,3.0,1,Part Time,2,,3,4.0,9,7,7,1974,76540.0,No
206,No,Unknown,1321.46,Unknown,5,1,Unknown,207,3,Male,,2,3,Research Director,4,Divorced,10673.33,27750.67,1,Unknown,16,3.0,2,Full Time,1,,3,3.0,9,0,8,1996,128080.0,Yes
207,No,Rarely,556.26,Unknown,1,3,Medical,208,1,Male,69.53208262471655,4,2,Sales Executive,1,Divorced,4492.84,11681.39,1,Unknown,22,3.0,1,Part Time,1,9.0,5,3.0,9,0,8,1990,53914.11,Yes
208,No,Unknown,1582.77,Research & Development,26,4,Unknown,209,3,Female,,2,4,Manufacturing Director,4,Married,12783.92,33238.2,3,No,22,4.0,3,Full Time,0,31.0,3,3.0,9,0,0,1971,153407.07,No
209,No,Unknown,556.26,Unknown,5,2,Life Sciences,210,2,Male,69.53208262471655,3,2,Sales Executive,2,Unknown,4492.84,11681.39,1,No,14,3.0,4,Part Time,1,10.0,3,3.0,10,5,3,1991,53914.11,Yes
210,No,Unknown,679.51,Unknown,14,1,Life Sciences,211,3,Male,,3,2,Healthcare Representative,4,Unknown,5488.33,14269.67,0,Unknown,17,3.0,1,Full Time,1,,2,2.0,16,4,11,1987,65860.0,No
211,No,No,556.26,Sales,20,2,Unknown,212,4,Female,,3,2,Sales Executive,3,Unknown,4492.84,11681.39,1,Unknown,13,3.0,4,Unknown,1,,2,2.0,9,0,0,1992,53914.11,No
212,No,Rarely,259.9,Unknown,2,4,Medical,213,3,Male,32.48710317460318,3,1,Laboratory Technician,3,Single,2099.17,5457.83,4,No,21,4.0,3,Part Time,0,,6,3.0,11,3,9,1987,25190.0,Yes
213,No,Unknown,1764.18,Unknown,1,2,Life Sciences,214,4,Male,,3,4,Manager,4,Married,,37047.83,2,Unknown,15,3.0,2,Full Time,1,26.0,2,3.0,9,7,8,1971,170990.0,Yes
214,No,No,1582.77,Unknown,17,3,Unknown,215,4,Male,,3,4,Manager,3,Single,12783.92,33238.2,1,Unknown,11,3.0,4,Full Time,0,10.0,2,3.0,10,6,0,1990,153407.07,No
215,No,No,556.26,Unknown,23,2,Life Sciences,216,4,Male,,3,2,Laboratory Technician,1,Unknown,4492.84,11681.39,1,Yes,15,3.0,3,Part Time,1,9.0,2,3.0,9,0,8,1978,53914.11,Yes
216,No,Rarely,1032.49,Research & Development,12,5,Unknown,217,4,Female,129.06091077207583,2,3,Manufacturing Director,4,Unknown,8339.32,21682.23,0,Unknown,11,3.0,2,Part Time,0,15.0,2,2.0,14,7,8,1987,100071.84,Yes
217,No,Unknown,1353.65,Unknown,8,4,Unknown,218,4,Male,,2,4,Sales Executive,2,Unknown,10933.33,28426.67,6,Unknown,17,3.0,2,Full Time,1,22.0,3,3.0,9,2,3,1974,131200.0,No
218,Yes,Unknown,1032.49,Unknown,23,1,Unknown,219,4,Female,,2,3,Sales Executive,1,Unknown,8339.32,21682.23,1,Unknown,13,3.0,1,Part Time,1,11.0,3,1.0,11,3,10,1994,100071.84,Yes
219,No,Unknown,323.04,Unknown,6,1,Unknown,220,2,Female,,3,1,Laboratory Technician,4,Married,2609.17,6783.83,1,Unknown,13,3.0,1,Unknown,1,,5,3.0,10,0,8,1994,,No
220,No,Unknown,556.26,Research & Development,1,3,Life Sciences,221,4,Female,,2,2,Manufacturing Director,4,Married,4492.84,11681.39,1,Unknown,13,3.0,2,Part Time,1,14.0,2,2.0,14,3,11,1986,53914.11,Yes
221,No,Rarely,1032.49,Unknown,10,5,Unknown,222,4,Male,129.06091077207583,4,3,Sales Executive,3,Unknown,,21682.23,0,Unknown,14,3.0,4,Part Time,2,,3,3.0,9,0,8,1990,100071.84,Yes
222,No,Frequently,458.51,Unknown,19,3,Medical,223,3,Female,,3,2,Laboratory Technician,2,Divorced,,9628.67,4,No,13,3.0,3,Part Time,2,15.0,2,4.0,11,5,10,1989,44440.0,Yes
223,No,No,688.59,Unknown,1,3,Unknown,224,3,Female,,1,2,Laboratory Technician,4,Married,5561.67,14460.33,0,No,11,3.0,1,Unknown,3,10.0,6,3.0,9,7,5,1995,,Yes
224,No,No,1016.48,Unknown,2,4,Unknown,225,4,Female,,3,3,Sales Executive,3,Unknown,,21346.0,1,Yes,19,3.0,1,Part Time,1,10.0,5,2.0,10,9,6,1992,98520.0,Yes
225,No,No,1842.8,Unknown,2,1,Life Sciences,226,3,Male,,3,4,Manager,3,Unknown,14884.17,38698.83,0,Yes,13,3.0,4,Full Time,0,21.0,3,2.0,20,2,10,1981,178610.0,No
226,No,Rarely,556.26,Unknown,2,3,Life Sciences,227,3,Male,,3,2,Research Scientist,4,Single,,11681.39,1,Unknown,13,3.0,3,Part Time,0,9.0,4,3.0,9,8,8,1983,53914.11,Yes
227,No,Unknown,556.26,Unknown,15,2,Medical,228,3,Female,,3,2,Sales Executive,1,Single,4492.84,11681.39,1,Unknown,12,3.0,4,Unknown,0,,6,4.0,10,9,6,1989,,Yes
228,No,Rarely,1973.98,Unknown,1,3,Unknown,229,4,Female,,3,5,Research Director,1,Unknown,,41453.67,3,Unknown,21,4.0,3,Full Time,1,,3,3.0,9,1,5,1965,191324.62,No
229,Yes,Frequently,768.24,Unknown,1,5,Unknown,230,3,Female,,4,3,Manufacturing Director,2,Unknown,6205.0,16133.0,1,Unknown,11,3.0,1,Unknown,0,,2,3.0,10,4,7,1992,,Yes
230,No,No,1419.37,Unknown,8,1,Unknown,231,4,Male,,2,3,Research Director,2,Unknown,11464.17,29806.83,2,No,11,3.0,3,Full Time,1,16.0,5,3.0,9,4,8,1983,137570.0,Yes
231,No,Unknown,1712.49,Unknown,2,3,Medical,232,4,Male,,4,4,Research Director,2,Single,13831.67,35962.33,4,No,12,3.0,2,Full Time,0,35.0,2,2.0,9,8,8,1970,165980.0,Yes
232,No,Unknown,1582.77,Research & Development,15,3,Unknown,233,2,Male,197.8464183087028,3,4,Research Director,1,Unknown,12783.92,33238.2,7,Unknown,14,3.0,4,Full Time,2,16.0,3,2.0,14,6,9,1989,153407.07,Yes
233,No,Rarely,1032.49,Unknown,16,3,Life Sciences,234,4,Female,,2,3,Healthcare Representative,2,Single,8339.32,21682.23,1,No,19,3.0,4,Unknown,0,,3,1.0,11,3,3,1988,,Yes
234,No,Unknown,442.1,Unknown,13,3,Unknown,235,1,Male,55.26289682539682,3,2,Research Scientist,4,Married,,9284.17,1,Unknown,17,3.0,1,Part Time,0,,2,3.0,10,3,7,1986,42850.0,Yes
235,No,Frequently,1044.54,Unknown,2,3,Unknown,236,4,Male,,3,3,Healthcare Representative,4,Unknown,,21935.33,2,Yes,14,3.0,3,Full Time,1,24.0,3,1.0,20,13,9,1981,101240.0,Yes
236,No,Unknown,1032.49,Unknown,1,4,Unknown,237,1,Male,,3,3,Healthcare Representative,2,Divorced,8339.32,21682.23,1,Unknown,12,3.0,1,Part Time,3,,4,3.0,10,7,7,1978,100071.84,Yes
237,Yes,Rarely,1002.24,Unknown,1,3,Unknown,238,2,Male,,2,2,Sales Executive,1,Married,,21047.0,1,No,11,3.0,4,Full Time,1,,4,3.0,10,6,7,1993,97140.0,Yes
238,No,Rarely,1023.9,Unknown,14,3,Life Sciences,239,3,Male,,3,2,Sales Executive,2,Married,,21502.0,0,Unknown,11,3.0,4,Full Time,1,10.0,3,3.0,9,7,7,1985,99240.0,Yes
239,No,Unknown,1160.2,Unknown,20,5,Medical,240,2,Male,,3,4,Healthcare Representative,3,Unknown,,24364.17,2,Unknown,15,3.0,3,Full Time,1,32.0,3,3.0,30,12,13,1973,112450.0,No
240,No,Rarely,316.64,Unknown,3,2,Unknown,241,3,Male,,2,2,Laboratory Technician,3,Unknown,2557.5,6649.5,0,Unknown,15,3.0,4,Unknown,1,,3,3.0,10,0,7,1984,,Yes
241,No,Rarely,556.26,Unknown,3,3,Unknown,242,4,Female,,3,2,Research Scientist,2,Unknown,4492.84,11681.39,1,No,12,3.0,3,Part Time,1,11.0,2,3.0,11,7,9,1989,53914.11,Yes
242,No,Rarely,1582.77,Research & Development,22,5,Unknown,243,2,Female,,3,4,Manager,3,Unknown,,33238.2,3,Unknown,25,4.0,3,Full Time,1,36.0,6,3.0,10,4,7,1969,153407.07,Yes
243,No,Rarely,953.44,Unknown,6,3,Marketing,244,4,Male,,3,3,Sales Executive,3,Unknown,7700.83,20022.17,1,No,12,3.0,2,Part Time,0,,3,3.0,10,8,7,1982,92410.0,No
244,No,Unknown,667.75,Unknown,1,3,Life Sciences,245,4,Male,83.46825396825396,3,2,Laboratory Technician,4,Married,5393.33,14022.67,1,Unknown,15,3.0,4,Full Time,1,,2,3.0,9,5,8,1984,64720.0,Yes
245,No,Rarely,1973.98,Unknown,7,4,Unknown,246,2,Male,,3,5,Manager,2,Unknown,15943.72,41453.67,1,No,14,3.0,2,Full Time,0,,3,2.0,21,12,8,1983,191324.62,No
246,No,Unknown,315.2,Unknown,4,3,Technical Degree,247,4,Male,,3,2,Research Scientist,2,Unknown,,6619.17,5,No,15,3.0,4,Part Time,2,11.0,2,2.0,9,1,7,1990,30550.0,Yes
