Oceans,Regions,Latitude,Longitude
Atlantic Ocean,Gulf of Mexico,27.6283,-97.1961
Atlantic Ocean,Gulf of Mexico,27.6216,-97.1995
Atlantic Ocean,Gulf of Mexico,24.53,-83.35
Atlantic Ocean,,25.0243,-80.4943
Atlantic Ocean,,24.05,-81.6
Atlantic Ocean,Gulf of Mexico,29.2707,-94.8188
Atlantic Ocean,Gulf of Mexico,29.2348,-94.8829
Atlantic Ocean,Gulf of Mexico,28.0502,-96.8658
Atlantic Ocean,Gulf of Mexico,27.9927,-96.9265
Atlantic Ocean,Gulf of Mexico,27.8219,-97.0587
Atlantic Ocean,Gulf of Mexico,27.5847,-97.2187
Atlantic Ocean,Gulf of Mexico,29.6011,-85.0449
Atlantic Ocean,Gulf of Mexico,30.307,-89.3271
Atlantic Ocean,Gulf of Mexico,30.3062,-89.3277
Atlantic Ocean,Gulf of Mexico,29.4405,-94.6539
Atlantic Ocean,Gulf of Mexico,29.2862,-94.7929
Atlantic Ocean,Gulf of Mexico,29.2774,-94.8064
Pacific Ocean,,26.79615,-130.09925
Pacific Ocean,,25.35,-141.11
Pacific Ocean,,28.72,-140.03
Pacific Ocean,,29.467,-138.8152
Atlantic Ocean,,30.8,-79.85
Atlantic Ocean,Gulf of Mexico,27.61,-82.7832
Atlantic Ocean,,17.54,-61.23
Atlantic Ocean,Caribbean Sea,14.1167,-60.9167
Atlantic Ocean,Caribbean Sea,13.35,-59.86
Atlantic Ocean,Caribbean Sea,12.57,-61.64
Atlantic Ocean,Caribbean Sea,10.758064,-61.436573
Atlantic Ocean,,17.4406,-38.8894
Atlantic Ocean,Caribbean Sea,16.58,-82.21
Atlantic Ocean,Caribbean Sea,15.16,-72.99
Atlantic Ocean,Caribbean Sea,17.42,-63.15
Atlantic Ocean,Caribbean Sea,15.87,-63.85
Atlantic Ocean,,17.35,-60.34
Atlantic Ocean,Caribbean Sea,17.0115,-61.7824
Pacific Ocean,,-1.5,-89.0
Pacific Ocean,,19.62,-146.5
Pacific Ocean,,18.97,-143.47
Atlantic Ocean,Caribbean Sea,17.97,-75.4
Atlantic Ocean,Caribbean Sea,16.58,-75.43
Atlantic Ocean,Caribbean Sea,16.87,-84.33
Pacific Ocean,,25.5686,-149.1358
Pacific Ocean,,33.1,-156.49
Pacific Ocean,,33.02,-152.9
Pacific Ocean,,40.16,-157.42
Pacific Ocean,,-45.15,-73.635
Pacific Ocean,,16.13,-162.0
Atlantic Ocean,,42.43,-70.05
Atlantic Ocean,Gulf of St. Lawrence,48.363,-70.643
Atlantic Ocean,Mediterranean Sea,42.70145,9.558117
Atlantic Ocean,,57.298,-10.374833
Pacific Ocean,,9.55,-155.93
Pacific Ocean,,19.2407,-155.1751
Atlantic Ocean,,40.87,-66.34
Atlantic Ocean,,37.011667,-20.895667
Atlantic Ocean,Mediterranean Sea,36.773149,2.820132
Pacific Ocean,Coastal Waters of Southeast Alaska and British Columbia,47.8033,-122.6763
Atlantic Ocean,,42.71,-65.39
Atlantic Ocean,,42.67,-69.68
Atlantic Ocean,,32.8028,-79.9322
Atlantic Ocean,,32.6494,-79.9509
Atlantic Ocean,,39.02,-69.37
Atlantic Ocean,,41.6519,-71.3479
Atlantic Ocean,,40.98,-70.62
Atlantic Ocean,,42.04,-68.78
Atlantic Ocean,,20.533562,-22.547634
Pacific Ocean,,33.666667,-141.15
Pacific Ocean,,34.1333,-137.1
Pacific Ocean,,37.8048,-122.465
Atlantic Ocean,,39.3513,-76.1448
Atlantic Ocean,,34.7897,-76.384
Atlantic Ocean,Gulf of Mexico,24.85,-83.55
Atlantic Ocean,Gulf of Mexico,25.35,-82.58
Atlantic Ocean,,24.14,-81.35
Atlantic Ocean,,23.84,-59.53
Atlantic Ocean,,25.17,-68.78
Atlantic Ocean,,30.86,-64.16
Atlantic Ocean,Gulf of Mexico,27.8221,-97.0585
Atlantic Ocean,Gulf of Mexico,27.8173,-97.0625
Atlantic Ocean,Gulf of Mexico,27.7083,-97.1474
Atlantic Ocean,Gulf of Mexico,26.0712,-97.1905
Atlantic Ocean,Gulf of Mexico,26.1099,-97.1637
Atlantic Ocean,Gulf of Mexico,24.6298,-82.8718
Atlantic Ocean,Gulf of Mexico,29.7129,-95.0039
Atlantic Ocean,Gulf of Mexico,29.3657,-94.8122
Atlantic Ocean,Gulf of Mexico,29.2828,-94.7969
Atlantic Ocean,Gulf of Mexico,29.2512,-94.8528
Atlantic Ocean,Gulf of Mexico,29.2215,-94.905
Atlantic Ocean,Gulf of Mexico,27.9928,-96.9264
Atlantic Ocean,Gulf of Mexico,30.3059,-89.3281
,,30.3002,-97.7582
,,29.9081,-96.905
Atlantic Ocean,Gulf of Mexico,29.0823,-95.7552
Atlantic Ocean,Gulf of Mexico,29.6519,-95.0098
Atlantic Ocean,Gulf of Mexico,29.595,-94.9878
Pacific Ocean,,27.84,-140.77
Pacific Ocean,,29.998968,-137.752
Pacific Ocean,,28.74,-147.03
Atlantic Ocean,,29.98,-77.52
Atlantic Ocean,,27.48,-79.4
Atlantic Ocean,,28.3059,-80.6075
Atlantic Ocean,Caribbean Sea,17.6,-63.32
Atlantic Ocean,,19.97,-58.73
Atlantic Ocean,,15.8,-51.1
Atlantic Ocean,Caribbean Sea,13.35,-61.38
Atlantic Ocean,,17.2434,-24.7659
Pacific Ocean,,28.51325,-132.18175
Atlantic Ocean,Gulf of Mexico,19.1051,-96.0989
Atlantic Ocean,Caribbean Sea,10.55,-64.68
Atlantic Ocean,Caribbean Sea,12.43,-65.48
Atlantic Ocean,Caribbean Sea,13.18,-62.07
Atlantic Ocean,Caribbean Sea,13.47,-63.22
Atlantic Ocean,Caribbean Sea,15.32,-72.15
Atlantic Ocean,,-27.7617,-48.5797
Pacific Ocean,,3.48,-143.62
Pacific Ocean,,0.314,-89.9471
Atlantic Ocean,,2.413072,-48.616536
Atlantic Ocean,Caribbean Sea,18.45,-76.48
Atlantic Ocean,Caribbean Sea,18.44,-75.76
Pacific Ocean,,33.47,-151.63
Pacific Ocean,,40.38,-157.49
Atlantic Ocean,Mediterranean Sea,32.823667,35.035
Atlantic Ocean,Mediterranean Sea,37.471,25.159
Atlantic Ocean,North Sea,56.114833,-2.776
Arctic Ocean,Northwestern Passages,73.6265,-81.3629
Arctic Ocean,Northwestern Passages,71.8268,-93.6988
Pacific Ocean,,20.27,-156.47
Pacific Ocean,,20.61,-155.0
Pacific Ocean,,20.14,-148.94
Atlantic Ocean,,46.07,-56.87
Atlantic Ocean,,44.05,-64.37
Atlantic Ocean,,42.43,-66.23
Atlantic Ocean,,42.8474,-71.0054
Atlantic Ocean,Mediterranean Sea,42.4907,3.4473
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.870833,-4.915833
Atlantic Ocean,,36.6625,-6.763167
Atlantic Ocean,,36.746667,-7.086667
Atlantic Ocean,Mediterranean Sea,37.9142,23.62655
Pacific Ocean,,44.16,-124.1183
Pacific Ocean,,43.3482,-124.3217
Pacific Ocean,,42.573183,-129.924617
Atlantic Ocean,,32.4,-64.42
Atlantic Ocean,,40.3,-69.57
Atlantic Ocean,,40.65,-69.15
Atlantic Ocean,,37.05,-63.73
Atlantic Ocean,Mediterranean Sea,37.56,-0.861667
Atlantic Ocean,,34.4425,-9.997
Pacific Ocean,Monterey Bay National Marine Sanctuary,36.9572,-121.9669
Pacific Ocean,,37.64,-122.54
,,41.4166,-82.39
Atlantic Ocean,,32.8028,-79.9353
Atlantic Ocean,,32.04,-65.17
Atlantic Ocean,,32.31,-63.39
Atlantic Ocean,,24.5117,-25.9383
Atlantic Ocean,,30.1455,-15.8551
Pacific Ocean,,33.06,-148.13
Pacific Ocean,,32.000367,-140.351
Pacific Ocean,,37.8664,-143.8151
Pacific Ocean,,33.0328,-133.35875
Atlantic Ocean,Gulf of Mexico,21.5317,-87.3683
Atlantic Ocean,,28.43,-58.12
Atlantic Ocean,,20.7,-57.72
Atlantic Ocean,,24.55,-74.27
Atlantic Ocean,,26.97,-65.18
Atlantic Ocean,,28.72,-69.7
Atlantic Ocean,Gulf of Mexico,27.9536,-96.9642
Atlantic Ocean,Gulf of Mexico,27.827,-97.0541
Atlantic Ocean,Gulf of Mexico,27.816,-97.0643
Atlantic Ocean,Gulf of Mexico,27.58,-97.221
Atlantic Ocean,Gulf of Mexico,27.5981,-97.2115
Atlantic Ocean,Gulf of Mexico,22.282206,-97.798196
Atlantic Ocean,Gulf of Mexico,29.3662,-94.7795
Atlantic Ocean,Gulf of Mexico,29.278,-94.8054
Atlantic Ocean,Gulf of Mexico,29.2673,-94.8244
Atlantic Ocean,Gulf of Mexico,29.3036,-94.7706
Atlantic Ocean,Gulf of Mexico,29.3112,-94.7583
Atlantic Ocean,Gulf of Mexico,28.0287,-96.8896
Atlantic Ocean,Gulf of Mexico,27.9899,-82.6316
Atlantic Ocean,Gulf of Mexico,30.2831,-89.3675
Atlantic Ocean,Gulf of Mexico,30.2466,-87.6887
Atlantic Ocean,Gulf of Mexico,28.6046,-95.9566
Atlantic Ocean,Gulf of Mexico,28.9427,-95.3006
Atlantic Ocean,Gulf of Mexico,29.6555,-95.0078
Atlantic Ocean,,14.93,-59.96
Pacific Ocean,,29.3194,-133.18895
Pacific Ocean,,26.21,-144.53
Pacific Ocean,,22.375112,-105.68474
Pacific Ocean,Gulf of California,23.14,-109.13
Pacific Ocean,Gulf of California,24.14189,-110.349147
Atlantic Ocean,Caribbean Sea,16.57,-84.95
Atlantic Ocean,Caribbean Sea,11.42,-66.5
Atlantic Ocean,Caribbean Sea,12.42,-61.93
Atlantic Ocean,Caribbean Sea,13.35,-68.7
Atlantic Ocean,Caribbean Sea,17.92,-63.97
Atlantic Ocean,Caribbean Sea,15.81,-61.99
Indian Ocean,,-34.1065,23.215333
Atlantic Ocean,,-15.04753,2.953221
Atlantic Ocean,,-24.163756,8.668449
Pacific Ocean,,-5.81,-111.29
Atlantic Ocean,,0.191636,-44.863856
Atlantic Ocean,Caribbean Sea,19.03,-74.49
Pacific Ocean,,31.033,-155.067
Pacific Ocean,,33.09,-156.27
Pacific Ocean,,33.1,-149.63
Pacific Ocean,,6.67,-162.95
Atlantic Ocean,North Sea,56.1345,-2.743167
Arctic Ocean,Norwegian Sea,66.331683,12.380167
Pacific Ocean,,-19.952167,-157.687167
Pacific Ocean,,4.21,-157.2
Pacific Ocean,,13.69,-156.87
Pacific Ocean,,16.36,-159.94
Atlantic Ocean,,41.58,-66.7
Atlantic Ocean,,35.677333,-27.739887
Atlantic Ocean,,42.6,-69.42
Atlantic Ocean,Mediterranean Sea,43.3204,5.3147
Atlantic Ocean,,57.298,-10.39
Atlantic Ocean,,57.3045,-10.3825
Atlantic Ocean,,32.7549,-79.8546
Atlantic Ocean,,33.22,-62.5
Atlantic Ocean,,34.65,-64.98
Atlantic Ocean,,34.37,-63.52
Atlantic Ocean,,41.6265,-71.3276
Atlantic Ocean,,40.25,-71.18
Pacific Ocean,,35.9653,-139.8182
Pacific Ocean,,33.5608,-117.8225
Atlantic Ocean,,39.6527,-75.5828
Atlantic Ocean,,32.7883,-79.9619
Atlantic Ocean,,32.776,-79.9254
Atlantic Ocean,,32.7866,-79.9281
Atlantic Ocean,,20.88,-59.15
Atlantic Ocean,,20.27,-59.4
Atlantic Ocean,,21.1,-72.87
Atlantic Ocean,,24.05,-74.05
Atlantic Ocean,,24.21,-69.41
Atlantic Ocean,,30.71,-62.86
Atlantic Ocean,,24.35,-80.52
Atlantic Ocean,,24.2,-81.93
Atlantic Ocean,,25.5,-79.43
Atlantic Ocean,,29.24,-59.59
Atlantic Ocean,,28.58,-56.68
Atlantic Ocean,,22.48,-57.92
Atlantic Ocean,Gulf of Mexico,27.7439,-97.1224
Atlantic Ocean,Gulf of Mexico,27.7042,-97.1498
Atlantic Ocean,Gulf of Mexico,27.7045,-97.1496
Atlantic Ocean,Gulf of Mexico,26.0826,-97.1592
Atlantic Ocean,Gulf of Mexico,26.1104,-97.1638
Atlantic Ocean,Gulf of Mexico,24.91,-82.62
Atlantic Ocean,Gulf of Mexico,29.2714,-94.8172
Atlantic Ocean,Gulf of Mexico,29.2276,-94.8947
Atlantic Ocean,Gulf of Mexico,27.9438,-96.9728
Atlantic Ocean,Gulf of Mexico,27.788,-97.0884
Atlantic Ocean,Gulf of Mexico,27.4156,-97.3014
Atlantic Ocean,Gulf of Mexico,27.4766,-97.2742
Atlantic Ocean,Gulf of Mexico,29.1268,-95.0599
Atlantic Ocean,Gulf of Mexico,28.9329,-95.302
Atlantic Ocean,Gulf of Mexico,28.8055,-95.5452
Atlantic Ocean,Gulf of Mexico,29.2848,-94.7943
Atlantic Ocean,Gulf of Mexico,29.2759,-94.8093
Atlantic Ocean,Gulf of Mexico,29.2754,-94.8103
Atlantic Ocean,Gulf of Mexico,27.61,-82.7832
Atlantic Ocean,Gulf of Mexico,30.2429,-88.0972
Atlantic Ocean,Gulf of Mexico,30.2534,-87.6438
Atlantic Ocean,Gulf of Mexico,30.0021,-90.4659
Atlantic Ocean,Gulf of Mexico,29.9392,-90.376
Atlantic Ocean,Gulf of Mexico,29.9607,-90.044
Atlantic Ocean,,16.675,-37.515
Pacific Ocean,,24.2205,-128.353
Pacific Ocean,,20.15,-147.77
Pacific Ocean,,25.68,-143.09
Atlantic Ocean,,26.3,-75.28
Atlantic Ocean,,26.2,-79.13
Atlantic Ocean,Caribbean Sea,12.62,-68.48
Atlantic Ocean,Caribbean Sea,16.68,-71.35
Atlantic Ocean,Caribbean Sea,17.08,-73.99
Atlantic Ocean,Caribbean Sea,17.84,-65.0
Atlantic Ocean,,19.27,-58.58
Atlantic Ocean,Caribbean Sea,13.52,-61.58
Atlantic Ocean,Caribbean Sea,18.8,-78.45
Atlantic Ocean,Caribbean Sea,17.94878,-76.83517
Atlantic Ocean,Caribbean Sea,18.57,-75.24
Atlantic Ocean,Gulf of Mexico,19.1042,-96.098
Atlantic Ocean,Gulf of Mexico,19.1307,-96.1043
Atlantic Ocean,Caribbean Sea,11.83,-68.03
Pacific Ocean,,5.28,-146.64
Atlantic Ocean,,3.652681,-49.193139
Pacific Ocean,,19.96,-146.64
Atlantic Ocean,Caribbean Sea,18.96,-78.46
Atlantic Ocean,Caribbean Sea,17.03,-83.95
Atlantic Ocean,Gulf of Mexico,19.430959,-96.321492
Atlantic Ocean,Mediterranean Sea,32.6775,34.920833
Atlantic Ocean,,58.103,-14.364667
Atlantic Ocean,North Sea,56.1245,-2.390667
Atlantic Ocean,Skagerrak Strait,58.2773,8.9017
Atlantic Ocean,North Sea,60.596667,1.341
Pacific Ocean,,20.61,-155.0
Pacific Ocean,,22.99,-148.78
Atlantic Ocean,,34.494514,-13.102899
Pacific Ocean,,47.19,-125.22
Pacific Ocean,,45.7185,-123.9413
Pacific Ocean,,45.5544,-123.8997
Atlantic Ocean,,42.52,-68.07
Atlantic Ocean,Mediterranean Sea,43.3204,5.3147
Atlantic Ocean,,40.48,-70.6
Atlantic Ocean,,39.71,-67.97
Atlantic Ocean,,40.47,-67.71
Atlantic Ocean,,41.7,-54.15
Atlantic Ocean,,38.46124,-8.99428
Atlantic Ocean,,36.88745,-7.704033
Atlantic Ocean,,32.7758,-79.9252
Atlantic Ocean,,32.7758,-79.9251
Atlantic Ocean,,32.5597,-80.1726
Atlantic Ocean,,32.03,-66.94
Atlantic Ocean,,35.71,-63.56
Atlantic Ocean,,37.37,-69.38
Pacific Ocean,,31.5187,-141.1961
Pacific Ocean,,32.998717,-139.5615
Pacific Ocean,,42.228833,-130.1415
Pacific Ocean,,34.983,-133.083
Atlantic Ocean,,32.8188,-80.1485
Atlantic Ocean,,32.6582,-79.9308
Atlantic Ocean,,23.23,-72.55
Atlantic Ocean,,24.08,-70.12
Atlantic Ocean,,24.3,-72.7
Atlantic Ocean,,25.96,-68.42
Atlantic Ocean,,30.61,-72.14
Pacific Ocean,,32.37,-146.51
Atlantic Ocean,,25.67,-74.8
Atlantic Ocean,,24.22,-74.98
Atlantic Ocean,,24.22,-75.82
Atlantic Ocean,,30.2,-61.45
Atlantic Ocean,,22.59,-60.57
Atlantic Ocean,,22.0667,-64.4834
Atlantic Ocean,Gulf of Mexico,26.1375,-97.168
Atlantic Ocean,Gulf of Mexico,26.1563,-97.1709
Atlantic Ocean,Gulf of Mexico,21.526733,-87.37755
Atlantic Ocean,Gulf of Mexico,24.32,-84.47
Atlantic Ocean,,25.21,-80.07
Atlantic Ocean,,25.27,-79.38
Atlantic Ocean,Gulf of Mexico,27.8716,-97.3117
Atlantic Ocean,Gulf of Mexico,28.0442,-97.2702
Atlantic Ocean,Gulf of Mexico,27.518,-97.2533
Atlantic Ocean,Gulf of Mexico,27.7258,-97.1351
Atlantic Ocean,Gulf of Mexico,27.7057,-97.1488
Atlantic Ocean,Gulf of Mexico,27.6165,-97.2008
Atlantic Ocean,Gulf of Mexico,29.2274,-94.895
Atlantic Ocean,Gulf of Mexico,29.2353,-94.8817
Atlantic Ocean,Gulf of Mexico,29.3207,-94.7442
Atlantic Ocean,Gulf of Mexico,29.5497,-94.388
Atlantic Ocean,Gulf of Mexico,29.7644,-93.8981
Atlantic Ocean,Gulf of Mexico,27.8233,-97.0572
Atlantic Ocean,Gulf of Mexico,29.1582,-90.1022
Atlantic Ocean,Gulf of Mexico,28.6179,-96.6211
Atlantic Ocean,Gulf of Mexico,29.653,-95.0092
Atlantic Ocean,Gulf of Mexico,29.6519,-95.0097
Atlantic Ocean,Gulf of Mexico,29.6762,-94.9825
Atlantic Ocean,Gulf of Mexico,29.2825,-94.7975
Pacific Ocean,,23.52,-141.63
Pacific Ocean,,29.98,-140.0
Atlantic Ocean,Gulf of Mexico,27.5384,-82.7463
Atlantic Ocean,Gulf of Mexico,29.6827,-85.2661
Atlantic Ocean,Gulf of Mexico,29.6827,-85.2675
Atlantic Ocean,Gulf of Mexico,29.3557,-89.5215
Pacific Ocean,,16.538785,-98.915883
Atlantic Ocean,Caribbean Sea,16.88,-73.62
Atlantic Ocean,,19.98,-70.37
Atlantic Ocean,Caribbean Sea,15.66,-62.68
Atlantic Ocean,,16.03,-60.29
Pacific Ocean,,26.8144,-130.4419
Pacific Ocean,,-26.47898,-105.36417
Pacific Ocean,,-9.32,-140.27
Pacific Ocean,,2.89,-137.24
Pacific Ocean,,0.0,-86.0
Pacific Ocean,,19.73,-146.63
Atlantic Ocean,Caribbean Sea,18.9,-77.17
Pacific Ocean,,24.08,-156.87
Pacific Ocean,,30.8125,-158.6852
Pacific Ocean,,33.26,-156.98
Pacific Ocean,,33.56,-152.27
Atlantic Ocean,North Sea,57.129167,-1.9935
Atlantic Ocean,North Sea,57.2265,-1.912167
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.840667,-5.7935
Pacific Ocean,,7.66,-160.37
Pacific Ocean,,19.3824,-155.9908
Pacific Ocean,,20.27,-156.47
,,43.6205,-79.4747
Atlantic Ocean,,43.15,-61.32
Atlantic Ocean,,44.05,-61.03
Atlantic Ocean,Celtic Sea,48.113667,-4.628667
Atlantic Ocean,Mediterranean Sea,43.4316,7.8389
Atlantic Ocean,Mediterranean Sea,43.6536,7.2356
Atlantic Ocean,,38.55,-60.4
Atlantic Ocean,Mediterranean Sea,39.925,19.282
Atlantic Ocean,Mediterranean Sea,40.26,1.848333
Atlantic Ocean,Mediterranean Sea,41.373055,2.191604
Pacific Ocean,,52.78825,-147.521833
Pacific Ocean,The Coastal Waters of Southeast Alaska and British Columbia,48.558,-122.9416
Atlantic Ocean,,38.8992,-76.4797
,,41.4166,-82.3898
,,38.6207,-90.1849
Atlantic Ocean,,32.44,-76.23
Atlantic Ocean,,32.84,-64.69
Atlantic Ocean,,40.65,-65.85
Atlantic Ocean,,29.38,-68.43
Atlantic Ocean,,29.13,-68.9
Atlantic Ocean,,26.39,-16.0594
Pacific Ocean,,31.54,-143.82
Pacific Ocean,,39.84545,-139.6602
Pacific Ocean,,33.7094,-118.0633
Atlantic Ocean,Gulf of Mexico,27.5349,-97.2448
Atlantic Ocean,Gulf of Mexico,27.5807,-97.2207
Atlantic Ocean,Gulf of Mexico,26.0856,-97.1594
Atlantic Ocean,Caribbean Sea,21.4833,-86.7901
Atlantic Ocean,Caribbean Sea,21.1289,-86.7489
Atlantic Ocean,,24.58,-74.03
Atlantic Ocean,Gulf of Mexico,29.3906,-94.8861
Atlantic Ocean,Gulf of Mexico,29.2821,-94.799
Atlantic Ocean,Gulf of Mexico,29.2821,-94.799
Atlantic Ocean,Gulf of Mexico,29.2784,-94.8051
Atlantic Ocean,Gulf of Mexico,29.2666,-94.825
Atlantic Ocean,Gulf of Mexico,27.3409,-97.3279
Atlantic Ocean,,28.971,-80.8524
Atlantic Ocean,Gulf of Mexico,30.3087,-89.3257
Atlantic Ocean,Gulf of Mexico,30.3068,-89.3272
Atlantic Ocean,Gulf of Mexico,29.9191,-89.9594
,,29.8067,-98.0236
Atlantic Ocean,Gulf of Mexico,29.1259,-95.0616
Pacific Ocean,,29.37,-139.91
Pacific Ocean,,22.375112,-105.68474
Pacific Ocean,,21.525186,-105.278947
Atlantic Ocean,,26.21,-78.42
Atlantic Ocean,,26.72,-79.85
Atlantic Ocean,Gulf of Mexico,27.61,-82.7832
Atlantic Ocean,Caribbean Sea,13.47,-60.41
Atlantic Ocean,,10.63,-58.44
Atlantic Ocean,,18.7328,-35.6793
Atlantic Ocean,,19.005,-23.2117
Pacific Ocean,,30.78,-133.365
Pacific Ocean,,24.73,-139.58
Atlantic Ocean,Caribbean Sea,17.57,-63.28
Atlantic Ocean,Caribbean Sea,16.6,-63.07
Atlantic Ocean,Caribbean Sea,17.0,-63.72
Atlantic Ocean,,19.17,-58.22
Atlantic Ocean,,13.4679,-57.3867
Atlantic Ocean,,13.21,-58.05
Atlantic Ocean,Gulf of Mexico,19.1843,-96.1242
Atlantic Ocean,Caribbean Sea,10.6,-64.64
Atlantic Ocean,Caribbean Sea,13.84,-64.9
Atlantic Ocean,Caribbean Sea,14.24,-66.07
Atlantic Ocean,Caribbean Sea,13.25,-68.92
Atlantic Ocean,Caribbean Sea,12.3,-68.83
Pacific Ocean,,-27.2818,-108.9362
Pacific Ocean,,-28.7311,-103.5486
Pacific Ocean,,-32.5685,-87.4243
Atlantic Ocean,,-25.8957,-35.3693
Pacific Ocean,,6.79,-89.24
Pacific Ocean,,19.73,-146.63
Pacific Ocean,,20.9881,-154.3699
Pacific Ocean,,25.2567,-156.214733
Pacific Ocean,,33.56,-152.27
Atlantic Ocean,Mediterranean Sea,31.7495,34.5525
Pacific Ocean,Gulf of Alaska,59.1755,-152.0623
Atlantic Ocean,,58.6395,-3.904667
Atlantic Ocean,Inner Seas off the West Coast of Scotland,55.8055,-4.889
Arctic Ocean,Norwegian Sea,61.85905,5.269233
Atlantic Ocean,,-40.7843,-56.8301
Pacific Ocean,,13.69,-156.87
Pacific Ocean,,16.28,-160.37
Atlantic Ocean,Mediterranean Sea,39.800167,7.3995
Atlantic Ocean,,42.94,-63.94
Atlantic Ocean,Celtic Sea,49.026733,-11.401704
Atlantic Ocean,,44.58295,4.710717
Atlantic Ocean,Mediterranean Sea,43.025167,9.641667
Pacific Ocean,The Coastal Waters of Southeast Alaska and British Columbia,55.5074,-131.9741
Atlantic Ocean,,41.564629,-71.432078
Atlantic Ocean,,41.55,-70.32
Atlantic Ocean,,42.13,-70.15
Atlantic Ocean,,39.05,-63.5
Atlantic Ocean,,33.55,-61.18
Atlantic Ocean,Mediterranean Sea,39.4135,2.483333
Atlantic Ocean,,32.04,-68.14
Atlantic Ocean,,31.96,-67.32
Atlantic Ocean,,35.43,-65.5
Atlantic Ocean,,38.88,-69.29
Atlantic Ocean,,41.787143,-71.380014
Atlantic Ocean,,41.6522,-71.3477
Pacific Ocean,,31.54,-143.82
Pacific Ocean,,33.7359,-118.1011
Pacific Ocean,,37.8778,-122.3098
Atlantic Ocean,,38.7202,-75.0895
,,41.4252,-82.3657
Atlantic Ocean,,32.891,-79.971
Atlantic Ocean,,25.2,-71.97
Atlantic Ocean,,30.28,-66.42
Atlantic Ocean,,31.04,-72.7
Atlantic Ocean,,30.84,-73.5
Atlantic Ocean,,28.152519,-16.43179
Pacific Ocean,,33.08,-147.02
Atlantic Ocean,Gulf of Mexico,21.6048,-87.1027
Atlantic Ocean,Gulf of Mexico,21.29148,-89.634561
Atlantic Ocean,,24.55,-76.1
Atlantic Ocean,,25.47,-75.28
Atlantic Ocean,,29.42,-60.52
Atlantic Ocean,,25.4,-57.82
Atlantic Ocean,Gulf of Mexico,29.2352,-94.8817
Atlantic Ocean,Gulf of Mexico,28.0184,-96.9004
Atlantic Ocean,Gulf of Mexico,27.5863,-97.2177
Atlantic Ocean,Gulf of Mexico,27.6477,-97.1844
Atlantic Ocean,Gulf of Mexico,27.6042,-97.2081
Atlantic Ocean,Gulf of Mexico,21.526733,-87.37755
Atlantic Ocean,Gulf of Mexico,29.5256,-94.7666
Atlantic Ocean,Gulf of Mexico,29.3356,-94.7556
Atlantic Ocean,Gulf of Mexico,29.2847,-94.794
Atlantic Ocean,Gulf of Mexico,29.2679,-94.8232
Atlantic Ocean,Gulf of Mexico,29.2569,-94.8429
Atlantic Ocean,Gulf of Mexico,29.2269,-94.8958
Pacific Ocean,,29.37,-139.91
Atlantic Ocean,,26.42,-78.7
Atlantic Ocean,Gulf of Mexico,29.9553,-90.0479
Atlantic Ocean,Gulf of Mexico,28.5949,-95.9767
Atlantic Ocean,Gulf of Mexico,29.6528,-95.0093
Atlantic Ocean,Gulf of Mexico,29.7614,-95.0798
Atlantic Ocean,,16.98,-60.0
Atlantic Ocean,,14.4583,-57.0817
Atlantic Ocean,Caribbean Sea,14.34,-61.71
Pacific Ocean,,24.73,-139.58
Pacific Ocean,,22.76,-141.69
Pacific Ocean,,28.1809,-141.37395
Pacific Ocean,,18.97,-143.47
Atlantic Ocean,Caribbean Sea,17.17,-79.1
Atlantic Ocean,Gulf of Mexico,19.1512,-96.0932
Atlantic Ocean,Caribbean Sea,12.55,-65.11
Atlantic Ocean,Caribbean Sea,17.9,-64.62
Atlantic Ocean,Caribbean Sea,16.07,-61.95
Pacific Ocean,,-27.00726,-80.57906
Atlantic Ocean,,-19.468007,5.596789
Pacific Ocean,,-9.57,-142.77
Pacific Ocean,,-7.39,-117.23
Pacific Ocean,,2.89,-137.24
Pacific Ocean,,18.97,-143.47
Pacific Ocean,,20.27,-156.47
Pacific Ocean,,40.16,-157.42
Atlantic Ocean,,42.46,-70.59
Atlantic Ocean,,43.485,-9.128333
Atlantic Ocean,Mediterranean Sea,42.5459,9.7543
Atlantic Ocean,Inner Seas off the West Coast of Scotland,57.332,-6.855167
Atlantic Ocean,North Sea,56.077167,-2.996333
Pacific Ocean,,16.88,-159.15
Atlantic Ocean,Mediterranean Sea,36.239,22.33
Atlantic Ocean,Mediterranean Sea,38.013833,11.612333
Pacific Ocean,The Coastal Waters of Southeast Alaska and British Columbia,47.7632,-122.3858
,,43.0539,-78.8992
Atlantic Ocean,,43.75,-67.22
Atlantic Ocean,,43.53,-69.57
Atlantic Ocean,,32.783,-79.8737
Atlantic Ocean,,31.3,-68.4
Atlantic Ocean,,32.79,-65.16
Atlantic Ocean,,42.09,-68.54
Atlantic Ocean,,40.48,-70.07
Atlantic Ocean,,37.8504,-51.483
Atlantic Ocean,,26.55,-16.2
Pacific Ocean,,33.06,-148.13
Pacific Ocean,,34.0569,-139.9873
Pacific Ocean,Gulf of California,31.29732,-113.541203
Atlantic Ocean,,32.7541,-79.9165
Atlantic Ocean,,32.7565,-79.8569
Atlantic Ocean,,24.33,-57.2
Atlantic Ocean,,20.35,-70.35
Atlantic Ocean,,22.0,-71.25
Atlantic Ocean,,24.38,-72.43
Atlantic Ocean,,31.19,-70.34
